orderid,brand_name,product_name,sales_amount,sales_date
1059265,Samsung,watch340,667.23,2022-01-05
1059266,Apple,iphone11,942.43,2022-03-06
1059267,Nokia,Nk400,671.37,2022-02-19
1059268,Samsung,galaxy10,396.26,2022-03-10
1059269,Nokia,Nk500,785.60,2022-03-29
1059270,Samsung,watch320,593.94,2022-01-19
1059271,Nokia,Nk500,512.40,2022-01-13
1059272,Nokia,Nk400,293.72,2022-02-07
1059273,Samsung,galaxy13,456.24,2022-02-19
1059274,Nokia,Nk500,766.36,2022-01-11
1059275,Samsung,galaxy13,553.31,2022-01-23
1059276,Samsung,galaxy12,833.95,2022-03-08
1059277,Apple,iphone13,155.91,2022-02-24
1059278,Samsung,galaxy12,301.88,2022-02-21
1059279,Apple,IpadMini,995.74,2022-03-05
1059280,Nokia,Nk400,125.97,2022-03-16
1059281,Nokia,Nk500,406.69,2022-03-12
1059282,Nokia,Nk400,221.39,2022-01-28
1059283,Apple,laptop256,507.79,2022-01-30
1059284,Nokia,Nk400,975.09,2022-01-06
1059285,Nokia,Nk320,344.34,2022-03-01
1059286,Apple,iphone11,244.76,2022-03-28
1059287,Apple,iphone11,955.17,2022-03-19
1059288,Nokia,Nk500,500.14,2022-01-12
1059289,Apple,iphone11,810.59,2022-01-05
1059290,Apple,iphoneSE,497.08,2022-02-06
1059291,Nokia,Nk500,704.35,2022-03-05
1059292,Apple,laptop256,806.67,2022-01-04
1059293,Samsung,galaxy11,604.14,2022-02-09
1059294,Nokia,Nk500,906.85,2022-01-28
1059295,Samsung,galaxy12,825.08,2022-02-22
1059296,Nokia,Nk500,478.49,2022-03-01
1059297,Apple,iphone12,790.31,2022-03-05
1059298,Nokia,Nk320,141.67,2022-01-29
1059299,Nokia,Nk320,384.93,2022-02-21
1059300,Samsung,galaxy10,224.08,2022-02-17
1059301,Samsung,galaxy12,681.27,2022-01-05
1059302,Samsung,watch340,853.12,2022-01-27
1059303,Nokia,Nk320,286.85,2022-03-09
1059304,Nokia,Nk400,199.35,2022-02-17
1059305,Apple,iphone13,143.74,2022-03-25
1059306,Samsung,watch340,217.46,2022-02-02
1059307,Apple,IpadMini,623.92,2022-02-21
1059308,Nokia,Nk320,432.27,2022-01-28
1059309,Samsung,galaxy11,532.93,2022-01-05
1059310,Apple,laptop256,956.17,2022-03-22
1059311,Samsung,galaxy12,850.26,2022-01-03
1059312,Samsung,galaxy10,440.82,2022-03-10
1059313,Samsung,galaxy11,812.09,2022-03-27
1059314,Samsung,galaxy12,175.27,2022-03-27
1059315,Apple,Macbook512,500.88,2022-01-07
1059316,Nokia,Nk320,596.66,2022-01-10
1059317,Samsung,watch320,849.65,2022-03-22
1059318,Nokia,Nk500,645.83,2022-02-14
1059319,Nokia,Nk500,876.37,2022-02-13
1059320,Samsung,galaxy12,710.44,2022-01-09
1059321,Apple,iphone12,538.19,2022-01-03
1059322,Apple,laptop256,292.29,2022-03-05
1059323,Apple,iphoneSE,792.24,2022-03-24
1059324,Samsung,watch320,492.49,2022-01-01
1059325,Apple,Macbook512,667.28,2022-02-03
1059326,Nokia,Nk500,642.95,2022-01-17
1059327,Nokia,Nk320,397.67,2022-01-27
1059328,Nokia,Nk500,426.93,2022-01-03
1059329,Apple,iphoneSE,459.22,2022-01-27
1059330,Nokia,Nk400,263.26,2022-02-23
1059331,Samsung,galaxy11,578.78,2022-03-29
1059332,Nokia,Nk500,562.05,2022-02-04
1059333,Samsung,watch340,497.84,2022-01-27
1059334,Apple,iphone11,253.00,2022-02-17
1059335,Apple,laptop256,840.02,2022-02-26
1059336,Apple,iphone11,902.06,2022-03-20
1059337,Samsung,galaxy13,400.28,2022-03-29
1059338,Nokia,Nk500,791.00,2022-01-18
1059339,Samsung,galaxy12,474.76,2022-01-09
1059340,Apple,iphoneSE,172.73,2022-01-26
1059341,Samsung,watch340,455.19,2022-03-11
1059342,Apple,iphone12,411.02,2022-01-14
1059343,Apple,iphone13,339.27,2022-01-21
1059344,Apple,IpadMini,420.01,2022-03-17
1059345,Samsung,galaxy13,730.23,2022-03-16
1059346,Samsung,galaxy10,179.41,2022-02-05
1059347,Samsung,galaxy10,266.20,2022-01-27
1059348,Apple,iphone13,780.65,2022-03-13
1059349,Nokia,Nk500,496.47,2022-03-14
1059350,Samsung,galaxy11,564.17,2022-01-31
1059351,Nokia,Nk500,259.55,2022-01-21
1059352,Nokia,Nk320,145.49,2022-02-28
1059353,Apple,iphoneSE,107.61,2022-03-15
1059354,Nokia,Nk320,289.24,2022-03-07
1059355,Samsung,galaxy13,503.36,2022-01-22
1059356,Samsung,galaxy10,192.14,2022-03-14
1059357,Apple,laptop256,965.25,2022-02-16
1059358,Samsung,galaxy13,867.99,2022-02-03
1059359,Nokia,Nk400,516.44,2022-03-07
1059360,Samsung,galaxy11,198.73,2022-01-25
1059361,Samsung,watch320,701.84,2022-03-12
1059362,Apple,Macbook512,215.62,2022-01-02
1059363,Nokia,Nk320,991.74,2022-03-29
1059364,Samsung,watch320,192.32,2022-02-24
1059365,Samsung,watch320,294.52,2022-01-04
1059366,Apple,iphone13,840.13,2022-03-22
1059367,Samsung,watch320,432.23,2022-03-01
1059368,Apple,laptop256,841.25,2022-02-10
1059369,Samsung,watch340,771.20,2022-02-08
1059370,Apple,laptop256,126.52,2022-01-15
1059371,Nokia,Nk500,854.77,2022-02-14
1059372,Samsung,galaxy11,791.68,2022-02-04
1059373,Samsung,galaxy12,525.71,2022-01-09
1059374,Samsung,galaxy11,285.18,2022-01-08
1059375,Samsung,galaxy13,537.54,2022-02-04
1059376,Samsung,galaxy12,165.07,2022-01-30
1059377,Samsung,galaxy10,555.92,2022-02-28
1059378,Nokia,Nk400,406.26,2022-02-05
1059379,Samsung,galaxy12,362.37,2022-03-04
1059380,Nokia,Nk500,262.58,2022-02-27
1059381,Apple,iphone13,851.38,2022-01-31
1059382,Nokia,Nk500,185.22,2022-03-18
1059383,Nokia,Nk400,856.49,2022-03-19
1059384,Nokia,Nk320,968.84,2022-03-11
1059385,Apple,iphoneSE,428.57,2022-01-13
1059386,Samsung,watch320,419.78,2022-01-12
1059387,Apple,IpadMax,234.97,2022-02-21
1059388,Apple,iphone11,921.76,2022-02-27
1059389,Samsung,galaxy12,577.25,2022-02-05
1059390,Apple,iphone12,111.84,2022-03-02
1059391,Apple,iphone12,830.85,2022-02-10
1059392,Nokia,Nk320,458.94,2022-01-22
1059393,Nokia,Nk400,689.15,2022-02-18
1059394,Nokia,Nk500,150.60,2022-01-22
1059395,Samsung,galaxy11,793.70,2022-02-09
1059396,Apple,laptop256,813.63,2022-03-24
1059397,Samsung,galaxy10,367.37,2022-03-01
1059398,Samsung,galaxy13,403.94,2022-02-17
1059399,Samsung,watch340,326.71,2022-01-23
1059400,Apple,iphone12,442.88,2022-03-27
1059401,Samsung,watch340,304.91,2022-02-03
1059402,Nokia,Nk500,268.73,2022-02-21
1059403,Apple,IpadMini,881.03,2022-03-08
1059404,Nokia,Nk320,657.97,2022-01-27
1059405,Apple,iphone11,779.16,2022-01-19
1059406,Samsung,watch320,917.32,2022-01-28
1059407,Apple,iphoneSE,616.64,2022-01-24
1059408,Samsung,watch340,885.02,2022-03-06
1059409,Samsung,watch340,387.07,2022-03-10
1059410,Apple,iphone12,346.67,2022-01-16
1059411,Samsung,galaxy13,514.73,2022-03-29
1059412,Apple,Macbook512,515.39,2022-02-03
1059413,Apple,Macbook512,632.08,2022-02-04
1059414,Apple,iphoneSE,239.94,2022-03-19
1059415,Samsung,galaxy11,520.02,2022-02-19
1059416,Samsung,galaxy10,550.08,2022-02-17
1059417,Nokia,Nk500,474.84,2022-03-17
1059418,Apple,IpadMini,461.89,2022-01-11
1059419,Nokia,Nk400,185.94,2022-03-03
1059420,Apple,iphone12,879.04,2022-02-02
1059421,Apple,iphone11,651.85,2022-03-18
1059422,Apple,iphone11,388.94,2022-03-16
1059423,Nokia,Nk320,679.28,2022-02-23
1059424,Samsung,galaxy11,513.45,2022-01-31
1059425,Nokia,Nk320,879.40,2022-01-07
1059426,Apple,iphoneSE,653.85,2022-01-22
1059427,Apple,laptop256,554.93,2022-02-04
1059428,Nokia,Nk400,290.47,2022-02-15
1059429,Apple,IpadMax,422.31,2022-01-22
1059430,Apple,laptop256,711.40,2022-01-29
1059431,Samsung,galaxy12,290.12,2022-01-01
1059432,Samsung,watch340,186.36,2022-03-22
1059433,Nokia,Nk500,165.10,2022-03-30
1059434,Apple,iphone12,651.48,2022-01-31
1059435,Apple,iphone13,252.37,2022-02-06
1059436,Samsung,watch320,135.19,2022-02-18
1059437,Samsung,galaxy12,891.22,2022-01-04
1059438,Nokia,Nk400,142.24,2022-01-09
1059439,Nokia,Nk500,500.14,2022-01-17
1059440,Apple,Macbook512,836.15,2022-03-23
1059441,Nokia,Nk320,680.16,2022-03-08
1059442,Nokia,Nk500,699.55,2022-01-06
1059443,Samsung,galaxy10,572.50,2022-01-19
1059444,Nokia,Nk500,251.64,2022-02-21
1059445,Nokia,Nk500,610.72,2022-03-06
1059446,Samsung,watch340,187.52,2022-02-05
1059447,Apple,iphoneSE,446.45,2022-02-16
1059448,Samsung,galaxy10,388.92,2022-02-22
1059449,Samsung,watch320,489.93,2022-03-27
1059450,Samsung,galaxy10,624.74,2022-01-26
1059451,Nokia,Nk400,319.91,2022-02-07
1059452,Apple,iphoneSE,216.40,2022-03-01
1059453,Apple,iphone13,526.78,2022-03-04
1059454,Apple,iphone12,602.42,2022-02-02
1059455,Samsung,galaxy13,225.66,2022-03-20
1059456,Apple,iphone12,680.74,2022-01-14
1059457,Samsung,galaxy13,978.29,2022-01-07
1059458,Nokia,Nk400,686.98,2022-02-28
1059459,Samsung,galaxy12,968.64,2022-01-23
1059460,Nokia,Nk320,677.34,2022-03-26
1059461,Nokia,Nk320,691.34,2022-03-11
1059462,Apple,laptop256,611.71,2022-02-10
1059463,Samsung,galaxy12,566.96,2022-02-18
1059464,Apple,iphone11,110.07,2022-03-04
1059465,Nokia,Nk320,703.46,2022-02-22
1059466,Samsung,galaxy12,264.63,2022-02-03
1059467,Apple,Macbook512,266.63,2022-02-09
1059468,Samsung,galaxy12,122.33,2022-02-25
1059469,Samsung,watch340,159.66,2022-02-09
1059470,Samsung,galaxy13,533.73,2022-03-08
1059471,Samsung,galaxy12,281.24,2022-02-10
1059472,Samsung,watch340,504.02,2022-03-04
1059473,Nokia,Nk400,981.05,2022-03-15
1059474,Nokia,Nk500,969.83,2022-03-14
1059475,Samsung,watch320,466.15,2022-01-09
1059476,Samsung,galaxy11,150.46,2022-01-13
1059477,Apple,laptop256,309.52,2022-01-09
1059478,Apple,IpadMax,227.70,2022-03-22
1059479,Nokia,Nk400,900.66,2022-03-01
1059480,Samsung,galaxy10,794.21,2022-01-20
1059481,Samsung,galaxy11,391.42,2022-03-13
1059482,Apple,iphone13,174.54,2022-02-08
1059483,Samsung,watch340,975.61,2022-01-14
1059484,Samsung,watch340,594.30,2022-03-27
1059485,Samsung,galaxy10,599.59,2022-03-23
1059486,Samsung,galaxy13,402.44,2022-03-07
1059487,Nokia,Nk400,675.88,2022-03-26
1059488,Apple,IpadMini,703.74,2022-01-10
1059489,Nokia,Nk320,783.06,2022-03-30
1059490,Samsung,galaxy13,801.30,2022-01-30
1059491,Apple,iphoneSE,721.40,2022-02-16
1059492,Nokia,Nk500,803.74,2022-01-27
1059493,Samsung,galaxy13,631.18,2022-02-20
1059494,Nokia,Nk400,444.50,2022-03-10
1059495,Samsung,galaxy10,692.24,2022-01-23
1059496,Samsung,galaxy13,595.94,2022-01-22
1059497,Apple,iphone12,784.36,2022-03-26
1059498,Samsung,galaxy13,332.85,2022-02-15
1059499,Samsung,watch340,816.95,2022-01-27
1059500,Apple,iphoneSE,187.50,2022-02-28
1059501,Nokia,Nk320,766.39,2022-02-02
1059502,Nokia,Nk320,833.75,2022-03-24
1059503,Samsung,watch320,486.56,2022-01-04
1059504,Nokia,Nk500,158.78,2022-03-25
1059505,Samsung,watch320,169.88,2022-03-29
1059506,Apple,iphone12,495.78,2022-03-23
1059507,Samsung,galaxy11,550.08,2022-01-05
1059508,Samsung,galaxy10,830.26,2022-01-16
1059509,Apple,IpadMax,409.55,2022-02-17
1059510,Samsung,galaxy13,766.11,2022-03-23
1059511,Nokia,Nk400,511.96,2022-01-14
1059512,Nokia,Nk320,752.42,2022-01-14
1059513,Apple,IpadMax,121.22,2022-02-26
1059514,Samsung,galaxy13,739.30,2022-03-01
1059515,Nokia,Nk400,958.83,2022-01-08
1059516,Samsung,watch340,355.22,2022-02-11
1059517,Samsung,galaxy11,140.41,2022-01-03
1059518,Nokia,Nk400,279.24,2022-01-03
1059519,Nokia,Nk320,918.96,2022-01-20
1059520,Samsung,watch320,602.85,2022-02-28
1059521,Samsung,galaxy11,825.82,2022-02-26
1059522,Samsung,galaxy10,937.08,2022-01-11
1059523,Nokia,Nk400,372.28,2022-02-23
1059524,Samsung,galaxy10,587.66,2022-03-04
1059525,Samsung,watch320,742.62,2022-02-04
1059526,Nokia,Nk400,310.45,2022-03-02
1059527,Nokia,Nk320,811.41,2022-03-15
1059528,Apple,iphone13,587.14,2022-02-12
1059529,Apple,iphone11,701.90,2022-01-16
1059530,Apple,Macbook512,240.54,2022-01-22
1059531,Apple,IpadMax,547.09,2022-01-24
1059532,Samsung,watch320,591.37,2022-03-11
1059533,Apple,iphone13,249.23,2022-02-22
1059534,Apple,IpadMax,715.21,2022-01-05
1059535,Nokia,Nk320,878.42,2022-01-26
1059536,Nokia,Nk320,574.64,2022-02-25
1059537,Nokia,Nk500,926.39,2022-02-05
1059538,Apple,iphone11,526.27,2022-01-04
1059539,Apple,laptop256,744.86,2022-03-18
1059540,Apple,IpadMax,906.61,2022-02-10
1059541,Apple,laptop256,478.13,2022-01-10
1059542,Nokia,Nk320,366.01,2022-01-14
1059543,Nokia,Nk320,335.32,2022-03-25
1059544,Samsung,galaxy12,484.41,2022-03-13
1059545,Nokia,Nk500,294.56,2022-01-15
1059546,Nokia,Nk320,253.37,2022-01-06
1059547,Apple,Macbook512,989.09,2022-01-29
1059548,Apple,laptop256,233.78,2022-01-15
1059549,Samsung,watch320,868.73,2022-02-23
1059550,Nokia,Nk500,911.46,2022-01-12
1059551,Apple,iphone11,811.39,2022-03-16
1059552,Nokia,Nk320,614.58,2022-02-18
1059553,Apple,iphone12,173.09,2022-02-28
1059554,Samsung,galaxy12,955.97,2022-01-22
1059555,Nokia,Nk400,269.53,2022-03-30
1059556,Nokia,Nk500,443.30,2022-03-20
1059557,Nokia,Nk400,282.14,2022-01-16
1059558,Nokia,Nk500,395.77,2022-03-04
1059559,Samsung,galaxy12,809.58,2022-02-05
1059560,Samsung,galaxy12,118.54,2022-03-19
1059561,Apple,iphoneSE,935.26,2022-01-06
1059562,Apple,iphoneSE,437.12,2022-03-19
1059563,Nokia,Nk320,389.60,2022-03-18
1059564,Samsung,galaxy11,185.74,2022-01-04
1059565,Nokia,Nk400,865.38,2022-02-06
1059566,Samsung,watch340,144.37,2022-01-09
1059567,Samsung,watch340,701.35,2022-03-02
1059568,Apple,IpadMax,666.55,2022-02-21
1059569,Samsung,watch320,423.52,2022-01-16
1059570,Apple,iphone11,223.29,2022-01-02
1059571,Nokia,Nk400,471.66,2022-03-11
1059572,Samsung,galaxy11,642.65,2022-02-18
1059573,Apple,iphone11,741.64,2022-02-20
1059574,Nokia,Nk500,752.36,2022-03-17
1059575,Samsung,galaxy12,719.33,2022-01-06
1059576,Samsung,watch340,799.34,2022-02-04
1059577,Nokia,Nk320,117.22,2022-01-06
1059578,Nokia,Nk400,205.99,2022-02-11
1059579,Apple,iphoneSE,227.72,2022-01-11
1059580,Samsung,watch320,829.96,2022-02-17
1059581,Apple,iphoneSE,943.88,2022-02-28
1059582,Samsung,galaxy12,441.68,2022-03-08
1059583,Samsung,galaxy13,695.85,2022-01-29
1059584,Samsung,watch340,683.74,2022-02-18
1059585,Nokia,Nk320,920.59,2022-01-29
1059586,Apple,IpadMax,723.03,2022-03-21
1059587,Apple,IpadMax,607.44,2022-02-04
1059588,Apple,iphone13,409.33,2022-03-03
1059589,Samsung,galaxy12,998.56,2022-03-10
1059590,Apple,IpadMini,788.30,2022-01-28
1059591,Nokia,Nk500,350.91,2022-02-16
1059592,Apple,IpadMax,768.22,2022-02-22
1059593,Nokia,Nk400,249.64,2022-02-18
1059594,Samsung,galaxy10,835.53,2022-02-13
1059595,Nokia,Nk400,887.41,2022-03-13
1059596,Samsung,watch320,403.46,2022-02-18
1059597,Apple,Macbook512,444.81,2022-01-01
1059598,Nokia,Nk500,123.03,2022-02-06
1059599,Apple,iphone12,413.66,2022-02-09
1059600,Nokia,Nk400,141.55,2022-01-19
1059601,Apple,laptop256,612.86,2022-03-10
1059602,Samsung,galaxy10,390.04,2022-02-08
1059603,Nokia,Nk400,350.35,2022-01-02
1059604,Samsung,galaxy13,506.00,2022-03-08
1059605,Samsung,watch320,754.29,2022-02-23
1059606,Apple,iphoneSE,514.07,2022-03-26
1059607,Samsung,watch320,921.10,2022-03-26
1059608,Nokia,Nk500,757.83,2022-03-22
1059609,Samsung,galaxy12,267.93,2022-02-28
1059610,Apple,iphone11,558.03,2022-01-01
1059611,Apple,iphone12,337.53,2022-03-24
1059612,Nokia,Nk400,191.36,2022-01-11
1059613,Apple,iphoneSE,872.62,2022-03-27
1059614,Nokia,Nk320,110.55,2022-01-16
1059615,Apple,IpadMini,232.87,2022-03-23
1059616,Nokia,Nk500,816.56,2022-01-08
1059617,Nokia,Nk500,132.24,2022-03-23
1059618,Nokia,Nk500,703.76,2022-03-29
1059619,Samsung,galaxy12,517.74,2022-01-06
1059620,Nokia,Nk500,855.49,2022-01-12
1059621,Apple,iphoneSE,410.47,2022-01-28
1059622,Apple,Macbook512,627.74,2022-02-02
1059623,Apple,laptop256,297.26,2022-01-09
1059624,Nokia,Nk500,974.21,2022-03-19
1059625,Samsung,galaxy10,445.86,2022-03-28
1059626,Nokia,Nk500,364.04,2022-02-05
1059627,Apple,iphone12,560.79,2022-03-29
1059628,Samsung,galaxy13,554.74,2022-03-09
1059629,Samsung,watch320,382.98,2022-02-06
1059630,Nokia,Nk500,931.91,2022-01-19
1059631,Samsung,galaxy11,708.93,2022-01-24
1059632,Apple,IpadMini,451.49,2022-02-05
1059633,Samsung,galaxy10,158.67,2022-03-12
1059634,Samsung,watch320,632.27,2022-02-03
1059635,Nokia,Nk400,259.89,2022-02-15
1059636,Apple,iphone12,145.58,2022-03-17
1059637,Apple,IpadMax,804.85,2022-03-02
1059638,Samsung,galaxy12,304.10,2022-03-20
1059639,Apple,laptop256,610.70,2022-02-12
1059640,Nokia,Nk500,433.27,2022-02-12
1059641,Apple,iphoneSE,471.52,2022-03-20
1059642,Nokia,Nk500,209.27,2022-03-03
1059643,Samsung,galaxy13,377.72,2022-02-16
1059644,Nokia,Nk500,989.30,2022-02-03
1059645,Apple,IpadMax,843.84,2022-01-25
1059646,Nokia,Nk320,970.20,2022-01-26
1059647,Nokia,Nk320,942.67,2022-02-04
1059648,Samsung,watch320,357.22,2022-01-17
1059649,Apple,IpadMini,560.17,2022-01-27
1059650,Nokia,Nk500,712.04,2022-03-03
1059651,Apple,iphone13,147.08,2022-03-20
1059652,Nokia,Nk500,123.42,2022-02-07
1059653,Nokia,Nk500,427.17,2022-02-01
1059654,Samsung,watch340,139.37,2022-03-21
1059655,Apple,iphone12,677.74,2022-02-09
1059656,Nokia,Nk500,697.56,2022-03-04
1059657,Nokia,Nk400,715.59,2022-01-15
1059658,Samsung,galaxy10,415.55,2022-01-29
1059659,Nokia,Nk400,460.36,2022-03-11
1059660,Samsung,galaxy12,482.42,2022-03-20
1059661,Nokia,Nk400,272.18,2022-01-07
1059662,Samsung,galaxy12,860.20,2022-03-14
1059663,Nokia,Nk320,849.59,2022-01-29
1059664,Nokia,Nk320,653.05,2022-01-30
1059665,Samsung,galaxy11,345.07,2022-02-15
1059666,Nokia,Nk500,880.52,2022-03-07
1059667,Nokia,Nk500,517.43,2022-03-30
1059668,Samsung,galaxy11,455.41,2022-03-09
1059669,Apple,Macbook512,953.46,2022-03-13
1059670,Nokia,Nk320,139.78,2022-03-20
1059671,Apple,laptop256,385.07,2022-01-01
1059672,Samsung,galaxy12,255.97,2022-02-06
1059673,Apple,Macbook512,918.98,2022-03-20
1059674,Nokia,Nk320,306.39,2022-02-27
1059675,Samsung,galaxy11,578.67,2022-01-05
1059676,Apple,IpadMini,655.48,2022-02-18
1059677,Apple,iphone13,514.33,2022-01-11
1059678,Samsung,galaxy11,358.23,2022-01-20
1059679,Apple,Macbook512,563.86,2022-02-24
1059680,Samsung,galaxy12,858.34,2022-03-05
1059681,Samsung,galaxy13,580.46,2022-01-28
1059682,Nokia,Nk500,429.66,2022-01-08
1059683,Samsung,watch320,690.55,2022-03-11
1059684,Nokia,Nk320,457.94,2022-03-19
1059685,Nokia,Nk500,803.99,2022-01-25
1059686,Samsung,galaxy11,905.05,2022-01-12
1059687,Samsung,watch320,474.77,2022-01-28
1059688,Samsung,galaxy13,262.82,2022-02-18
1059689,Nokia,Nk500,319.05,2022-03-18
1059690,Nokia,Nk400,555.18,2022-03-25
1059691,Apple,iphone11,681.49,2022-03-23
1059692,Nokia,Nk400,605.75,2022-03-17
1059693,Nokia,Nk500,473.53,2022-01-13
1059694,Apple,IpadMini,671.76,2022-02-08
1059695,Nokia,Nk500,508.51,2022-02-05
1059696,Samsung,galaxy12,369.84,2022-01-02
1059697,Samsung,watch340,713.66,2022-01-09
1059698,Apple,iphoneSE,171.81,2022-01-03
1059699,Nokia,Nk320,323.12,2022-03-28
1059700,Samsung,galaxy10,809.46,2022-03-02
1059701,Apple,Macbook512,892.24,2022-03-29
1059702,Nokia,Nk400,728.87,2022-03-19
1059703,Nokia,Nk320,808.91,2022-02-04
1059704,Nokia,Nk320,120.15,2022-02-23
1059705,Nokia,Nk320,952.49,2022-02-09
1059706,Samsung,galaxy11,293.37,2022-02-23
1059707,Apple,iphone13,539.34,2022-03-04
1059708,Nokia,Nk400,656.27,2022-03-20
1059709,Samsung,galaxy12,937.41,2022-02-04
1059710,Apple,iphone11,855.20,2022-01-21
1059711,Apple,iphone12,937.78,2022-01-14
1059712,Nokia,Nk320,167.74,2022-02-11
1059713,Nokia,Nk320,203.81,2022-02-16
1059714,Apple,Macbook512,875.47,2022-02-11
1059715,Apple,iphoneSE,544.82,2022-01-17
1059716,Nokia,Nk320,947.00,2022-03-06
1059717,Nokia,Nk500,525.93,2022-03-05
1059718,Apple,laptop256,477.35,2022-03-01
1059719,Samsung,galaxy13,944.74,2022-01-04
1059720,Samsung,galaxy12,413.76,2022-01-02
1059721,Nokia,Nk500,466.56,2022-01-27
1059722,Samsung,galaxy11,489.83,2022-01-15
1059723,Apple,iphone13,649.73,2022-01-20
1059724,Samsung,galaxy13,309.67,2022-01-10
1059725,Apple,laptop256,142.02,2022-02-28
1059726,Nokia,Nk320,404.90,2022-01-25
1059727,Nokia,Nk500,934.27,2022-02-28
1059728,Apple,laptop256,991.30,2022-03-11
1059729,Apple,IpadMini,679.19,2022-02-21
1059730,Apple,laptop256,987.86,2022-01-06
1059731,Apple,laptop256,682.56,2022-01-31
1059732,Apple,iphone12,275.73,2022-02-09
1059733,Nokia,Nk320,641.90,2022-03-09
1059734,Samsung,galaxy13,376.63,2022-03-07
1059735,Nokia,Nk320,933.16,2022-02-17
1059736,Samsung,watch320,212.09,2022-01-15
1059737,Samsung,galaxy12,740.61,2022-02-20
1059738,Samsung,galaxy12,537.33,2022-02-28
1059739,Samsung,watch340,377.35,2022-03-22
1059740,Nokia,Nk320,949.79,2022-03-08
1059741,Apple,iphone12,947.61,2022-03-13
1059742,Nokia,Nk500,139.84,2022-02-10
1059743,Samsung,galaxy13,106.99,2022-01-03
1059744,Samsung,galaxy12,353.84,2022-03-18
1059745,Samsung,galaxy12,259.68,2022-02-14
1059746,Samsung,watch340,931.78,2022-02-18
1059747,Samsung,galaxy11,611.87,2022-01-15
1059748,Nokia,Nk400,864.42,2022-01-15
1059749,Apple,laptop256,893.67,2022-01-15
1059750,Apple,laptop256,761.50,2022-03-07
1059751,Apple,IpadMax,483.02,2022-01-03
1059752,Samsung,watch320,878.60,2022-03-01
1059753,Nokia,Nk320,513.94,2022-01-20
1059754,Apple,iphone12,602.07,2022-02-09
1059755,Samsung,watch340,369.11,2022-01-14
1059756,Samsung,watch320,147.47,2022-02-08
1059757,Nokia,Nk400,821.10,2022-01-17
1059758,Apple,IpadMax,230.74,2022-01-27
1059759,Apple,iphone12,388.58,2022-01-20
1059760,Apple,iphone12,390.84,2022-01-09
1059761,Apple,iphone11,164.04,2022-01-13
1059762,Samsung,galaxy11,855.03,2022-02-16
1059763,Nokia,Nk400,722.02,2022-01-09
1059764,Nokia,Nk500,696.22,2022-03-08
1059765,Nokia,Nk400,283.33,2022-03-01
1059766,Samsung,galaxy10,882.72,2022-03-13
1059767,Apple,laptop256,655.97,2022-02-02
1059768,Nokia,Nk500,579.35,2022-01-20
1059769,Nokia,Nk500,100.20,2022-01-05
1059770,Nokia,Nk500,348.77,2022-03-15
1059771,Nokia,Nk500,213.45,2022-03-15
1059772,Nokia,Nk320,487.59,2022-03-22
1059773,Samsung,galaxy13,843.07,2022-01-09
1059774,Samsung,galaxy13,776.42,2022-03-04
1059775,Samsung,galaxy12,973.80,2022-03-06
1059776,Apple,iphone12,303.31,2022-02-16
1059777,Apple,iphoneSE,605.30,2022-03-24
1059778,Nokia,Nk400,309.47,2022-01-13
1059779,Apple,iphone13,886.86,2022-02-14
1059780,Apple,laptop256,178.08,2022-02-04
1059781,Nokia,Nk400,570.85,2022-01-07
1059782,Apple,IpadMini,766.38,2022-03-18
1059783,Nokia,Nk320,544.11,2022-01-11
1059784,Nokia,Nk500,614.94,2022-01-10
1059785,Nokia,Nk320,465.23,2022-01-24
1059786,Nokia,Nk320,240.26,2022-01-23
1059787,Apple,iphone13,632.40,2022-01-25
1059788,Nokia,Nk400,373.04,2022-02-25
1059789,Samsung,watch320,397.79,2022-02-24
1059790,Apple,iphoneSE,685.60,2022-03-15
1059791,Apple,iphoneSE,471.81,2022-02-05
1059792,Nokia,Nk320,472.26,2022-03-24
1059793,Apple,iphone12,757.70,2022-03-06
1059794,Apple,IpadMax,206.65,2022-01-30
1059795,Samsung,galaxy10,279.39,2022-03-25
1059796,Apple,IpadMax,300.71,2022-03-04
1059797,Samsung,watch340,193.45,2022-03-26
1059798,Apple,iphoneSE,785.34,2022-01-20
1059799,Samsung,galaxy13,891.46,2022-03-16
1059800,Nokia,Nk400,290.30,2022-01-07
1059801,Apple,Macbook512,494.13,2022-03-18
1059802,Nokia,Nk500,414.41,2022-02-21
1059803,Samsung,galaxy10,214.07,2022-02-08
1059804,Samsung,watch340,764.93,2022-03-10
1059805,Samsung,galaxy10,823.02,2022-01-14
1059806,Nokia,Nk500,128.27,2022-03-07
1059807,Apple,iphoneSE,563.59,2022-01-15
1059808,Nokia,Nk400,890.50,2022-01-23
1059809,Nokia,Nk500,461.87,2022-02-14
1059810,Apple,IpadMini,786.85,2022-03-29
1059811,Samsung,galaxy10,771.41,2022-01-29
1059812,Nokia,Nk320,498.06,2022-03-07
1059813,Apple,iphone11,333.10,2022-03-09
1059814,Samsung,watch340,336.67,2022-02-04
1059815,Apple,iphone11,312.84,2022-01-16
1059816,Apple,laptop256,906.73,2022-03-21
1059817,Apple,iphone13,490.85,2022-02-04
1059818,Apple,Macbook512,260.85,2022-01-20
1059819,Nokia,Nk400,134.74,2022-01-24
1059820,Samsung,galaxy11,427.98,2022-03-08
1059821,Samsung,galaxy11,254.02,2022-03-02
1059822,Nokia,Nk500,553.97,2022-02-24
1059823,Nokia,Nk320,561.78,2022-03-26
